tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,daylight_hours,preciptype,uvindex,severerisk,conditions,description
29.9,23.0,25.9,34.0,23.0,27.1,22.8,83.9,0.0,0.0,0.0,26.6,20.5,104.9,1009.5,67.1,5.2,186.6,16.3,0.03,11.882222222222222,0,8,0,2,27
30.7,21.0,26.0,35.5,21.0,27.7,22.8,83.4,17.0,100.0,4.17,16.6,11.7,180.3,1009.5,72.7,5.1,219.1,18.8,0.06,11.866111111111111,1,9,0,4,22
30.4,21.0,24.6,35.6,21.0,25.8,22.5,88.7,91.0,100.0,8.33,23.0,16.6,268.4,1010.6,81.7,4.7,197.0,16.9,0.1,11.85,1,9,0,4,26
31.0,22.9,25.8,33.7,22.9,26.8,22.2,81.5,0.2,100.0,8.33,24.8,13.0,319.3,1010.4,56.2,5.0,205.3,17.8,0.13,11.834166666666667,1,8,0,4,20
31.0,22.0,25.9,32.0,22.0,26.3,20.2,73.4,0.0,0.0,0.0,23.8,9.4,359.6,1009.5,45.9,5.3,241.8,20.9,0.17,11.818333333333333,0,9,0,2,27
31.0,20.0,25.5,35.5,20.0,26.2,19.6,71.3,0.0,0.0,0.0,22.0,9.4,43.0,1009.2,56.2,5.6,212.3,18.4,0.21,11.802222222222222,0,9,0,2,27
29.2,22.0,25.8,32.3,22.0,26.7,21.5,77.8,0.0,0.0,0.0,23.0,9.4,22.0,1009.0,49.9,4.8,218.6,18.9,0.25,11.786666666666667,0,10,0,2,27
31.0,22.0,26.4,32.5,22.0,27.1,20.7,72.9,0.0,0.0,0.0,25.2,11.2,358.4,1008.4,55.5,5.1,208.4,18.0,0.28,11.770833333333334,0,10,0,2,27
30.1,21.5,25.9,32.1,21.5,26.5,19.6,68.7,0.1,100.0,4.17,25.6,9.7,17.3,1006.0,52.3,5.7,229.2,19.6,0.31,11.755,1,10,0,4,22
28.4,21.0,24.2,31.8,21.0,24.5,22.3,89.0,41.0,100.0,8.33,27.0,9.4,77.4,1005.4,81.9,3.7,71.5,6.2,0.35,11.739444444444445,1,4,0,4,20
29.9,22.0,25.7,34.9,22.0,27.2,22.8,84.9,0.9,100.0,12.5,27.0,9.4,218.8,1006.4,68.6,4.7,182.6,15.7,0.38,11.723888888888888,1,8,0,4,21
30.0,23.0,26.0,32.3,23.0,26.8,20.9,74.4,0.0,0.0,0.0,33.8,13.0,263.0,1008.7,40.7,5.3,249.6,21.5,0.42,11.708333333333334,0,10,0,2,27
30.0,22.0,25.7,32.5,22.0,26.6,21.0,75.9,0.0,0.0,0.0,29.5,18.4,288.8,1012.2,45.4,5.7,223.0,19.1,0.45,11.692777777777778,0,9,0,2,27
30.4,22.1,25.5,31.4,22.1,25.8,19.6,71.3,0.0,0.0,0.0,27.0,9.4,330.2,1014.8,43.7,5.5,247.4,21.3,0.5,11.6775,0,10,0,2,6
30.4,21.4,25.3,30.4,21.4,25.5,19.1,71.0,0.0,0.0,0.0,24.8,9.4,345.9,1015.3,27.5,5.5,247.1,21.3,0.52,11.662222222222223,0,10,0,2,6
29.7,20.7,24.9,30.1,20.7,25.1,18.1,67.6,0.0,0.0,0.0,22.7,11.2,3.6,1015.8,24.3,5.4,248.8,21.4,0.55,11.647222222222222,0,10,0,2,27
30.8,20.1,25.3,31.4,20.1,25.5,17.5,63.8,0.0,0.0,0.0,16.6,9.4,59.4,1015.5,24.8,5.9,239.0,20.6,0.59,11.631944444444445,0,10,0,2,27
30.0,19.3,24.8,30.8,19.3,25.0,17.8,67.2,0.0,0.0,0.0,12.6,9.4,62.8,1015.7,46.9,5.7,196.4,17.0,0.62,11.616944444444444,0,9,0,2,27
29.0,19.9,24.3,29.1,19.9,24.4,16.7,64.3,0.0,0.0,0.0,26.6,9.7,35.5,1014.9,38.5,5.8,241.5,20.7,0.65,11.601666666666667,0,10,0,2,27
28.5,19.7,24.0,28.8,19.7,24.1,16.8,66.5,0.0,0.0,0.0,28.4,13.0,45.6,1014.2,37.5,5.7,234.9,20.3,0.69,11.586944444444445,0,9,0,2,27
28.7,18.9,23.6,28.7,18.9,23.6,16.0,64.5,0.0,0.0,0.0,34.2,11.6,36.0,1014.6,33.1,5.6,250.3,21.6,0.72,11.572222222222223,0,10,0,2,27
28.1,17.0,23.4,29.0,17.0,23.6,17.1,68.9,0.0,0.0,0.0,32.8,10.1,49.8,1014.7,40.8,5.0,225.2,19.4,0.75,11.557777777777778,0,9,0,2,27
27.6,21.0,24.6,29.3,21.0,24.9,18.5,69.1,0.0,0.0,0.0,31.0,11.2,45.9,1015.8,65.8,4.6,176.5,15.2,0.75,11.543055555555556,0,8,0,2,27
28.2,22.7,25.2,30.6,22.7,25.9,20.0,73.4,0.0,0.0,0.0,31.7,14.8,61.7,1016.3,69.8,4.4,198.8,17.3,0.82,11.528888888888888,0,9,0,2,27
29.2,22.2,25.2,30.4,22.2,25.6,19.4,71.4,0.0,0.0,0.0,29.5,9.4,58.0,1015.9,50.0,5.0,198.0,17.0,0.85,11.514444444444445,0,9,0,2,27
25.9,20.0,22.5,25.9,20.0,22.5,17.2,72.8,0.0,0.0,0.0,25.6,11.2,83.0,1015.5,67.7,4.6,183.2,15.8,0.88,11.500277777777777,0,8,0,2,27
27.2,21.0,23.6,29.5,21.0,23.8,20.3,81.8,0.0,0.0,0.0,28.1,11.2,78.7,1014.9,86.3,4.6,122.1,10.4,0.91,11.48638888888889,0,8,0,2,27
27.9,22.0,24.1,30.3,22.0,24.5,21.2,84.6,0.0,0.0,0.0,27.0,13.0,89.8,1014.9,76.4,5.1,102.5,8.7,0.95,11.4725,0,7,0,2,27
27.9,22.0,24.2,30.0,22.0,24.6,21.5,85.6,0.1,100.0,4.17,29.2,11.2,90.5,1014.3,75.8,5.0,173.1,14.9,0.98,11.45888888888889,1,8,0,4,23
28.9,21.0,24.1,30.6,21.0,24.3,20.7,81.8,0.0,0.0,0.0,31.7,13.0,100.7,1014.0,61.3,5.2,178.7,15.3,0.0,11.445277777777777,0,7,0,2,27
28.5,21.0,24.1,29.1,21.0,24.4,19.1,75.5,0.0,0.0,0.0,22.7,13.0,80.6,1013.0,53.3,4.9,220.2,19.2,0.05,11.431666666666667,0,9,0,2,27
27.1,19.0,22.8,27.5,19.0,22.8,16.6,69.2,0.0,0.0,0.0,30.6,11.2,75.5,1013.0,44.4,5.2,226.0,19.7,0.08,11.418333333333333,0,9,0,2,27
28.3,17.2,22.4,27.9,17.2,22.4,14.8,64.0,0.0,0.0,0.0,27.4,11.2,63.2,1014.1,36.5,5.7,229.5,19.8,0.12,11.405277777777778,0,9,0,2,27
26.3,16.2,21.9,26.3,16.2,21.9,13.9,62.7,0.0,0.0,0.0,32.0,14.9,60.1,1014.7,59.5,5.0,235.5,20.3,0.15,11.3925,0,9,0,2,27
28.5,17.9,23.4,27.8,17.9,23.3,13.7,57.4,0.0,0.0,0.0,31.3,9.9,46.6,1013.6,43.1,4.5,222.7,19.2,0.19,11.379722222222222,0,9,0,2,27
28.1,20.2,23.8,28.2,20.2,23.8,14.8,57.3,1.0,100.0,4.17,34.2,11.2,38.8,1011.6,65.0,4.7,73.9,6.5,0.25,11.367222222222223,1,4,0,4,22
26.0,21.2,24.0,26.0,21.2,24.0,19.3,75.8,1.0,100.0,12.5,28.4,16.6,47.5,1011.5,88.2,4.2,38.0,3.2,0.25,11.354722222222222,1,1,0,4,26
27.7,22.0,24.0,30.3,22.0,24.3,21.8,87.8,0.4,100.0,4.17,27.7,13.0,83.7,1011.9,73.7,4.7,120.4,10.4,0.29,11.3425,1,6,0,4,21
28.6,22.0,24.6,31.3,22.0,25.1,21.8,84.9,0.0,0.0,0.0,29.5,11.2,96.8,1012.1,67.7,4.6,138.8,11.9,0.32,11.330555555555556,0,6,0,2,27
28.0,22.0,24.7,30.6,22.0,25.1,21.8,84.2,0.2,100.0,4.17,27.0,10.5,94.9,1010.8,68.0,4.8,147.8,12.7,0.36,11.318888888888889,1,7,0,4,23
27.0,22.1,24.0,29.1,22.1,24.1,21.9,88.1,0.2,100.0,4.17,39.6,13.0,100.8,1011.3,76.6,4.7,128.2,11.0,0.39,11.307222222222222,1,7,0,4,22
27.5,22.0,24.1,30.4,22.0,24.3,21.9,88.0,0.1,100.0,4.17,36.4,18.4,107.8,1013.2,68.1,5.0,131.2,11.3,0.43,11.295833333333333,1,6,0,4,21
26.7,22.0,23.7,28.7,22.0,23.8,21.9,89.9,0.3,100.0,4.17,22.3,7.9,85.3,1012.1,84.4,3.8,78.1,6.7,0.46,11.285,1,4,0,4,20
25.8,21.2,23.2,25.8,21.2,23.2,21.7,91.7,0.1,100.0,4.17,35.3,18.4,80.4,1009.7,91.5,4.4,78.1,6.7,0.5,11.274166666666666,1,6,0,3,12
24.9,21.1,22.4,24.9,21.1,22.4,21.5,95.0,2.0,100.0,4.17,40.7,16.6,98.0,1010.0,89.5,4.2,121.8,10.7,0.53,11.263333333333334,1,5,0,4,23
25.0,21.2,22.7,25.0,21.2,22.7,21.6,93.7,3.8,100.0,8.33,39.2,14.8,105.2,1012.8,90.7,4.2,117.8,10.1,0.56,11.253055555555555,1,6,0,3,13
28.1,21.2,24.5,30.8,21.2,25.1,21.8,85.6,0.0,0.0,0.0,20.9,9.4,99.8,1014.3,60.7,4.8,136.8,11.8,0.6,11.243055555555555,0,6,0,2,27
30.1,22.0,25.3,35.1,22.0,26.4,21.8,82.1,0.3,100.0,4.17,18.4,10.8,105.4,1013.6,51.8,5.2,173.7,14.9,0.63,11.233055555555556,1,7,0,4,22
29.2,22.0,25.3,31.6,22.0,26.1,21.6,80.9,0.2,100.0,4.17,27.0,11.2,80.6,1014.2,59.5,5.1,179.2,15.6,0.66,11.223611111111111,1,8,0,4,21
29.4,20.2,24.5,30.0,20.2,24.8,18.8,72.7,0.0,0.0,0.0,24.5,11.5,70.9,1015.1,51.1,5.3,208.5,18.1,0.7,11.214444444444444,0,9,0,2,27
29.2,17.3,23.2,28.8,17.3,23.3,16.7,69.2,0.0,0.0,0.0,25.6,9.7,77.4,1015.3,37.5,5.6,224.1,19.4,0.73,11.205,0,9,0,2,27
27.1,16.3,22.1,27.6,16.3,22.2,16.5,72.2,0.0,0.0,0.0,31.7,9.7,83.1,1015.6,56.8,4.8,194.4,16.8,0.75,11.196388888888889,0,8,0,2,2
28.0,19.3,23.0,29.7,19.3,23.1,17.3,71.0,0.0,0.0,0.0,31.0,14.8,70.7,1016.6,64.5,4.7,166.7,14.4,0.8,11.187777777777777,0,8,0,2,27
24.1,20.1,22.3,24.1,20.1,22.3,18.6,80.2,0.0,0.0,0.0,24.5,11.5,87.4,1017.0,82.5,3.6,62.9,5.6,0.83,11.18,0,3,0,2,27
27.2,18.1,23.3,28.2,18.1,23.4,17.6,71.6,0.0,0.0,0.0,27.4,9.4,80.7,1016.5,68.1,5.1,172.4,14.9,0.86,11.172222222222222,0,7,0,2,27
28.5,19.0,23.1,29.2,19.0,23.2,18.5,76.6,0.0,0.0,0.0,26.3,14.8,113.8,1015.1,54.1,4.7,154.0,13.4,0.9,11.164444444444445,0,7,0,2,6
27.9,19.1,23.2,29.1,19.1,23.4,18.6,76.8,0.0,0.0,0.0,32.0,18.4,122.2,1014.6,46.2,4.3,181.1,15.6,0.93,11.1575,0,8,0,2,27
27.7,18.0,23.2,28.7,18.0,23.3,18.3,74.7,0.0,0.0,0.0,23.0,13.0,86.0,1014.9,47.8,4.3,188.8,16.4,0.96,11.150555555555556,0,8,0,2,27
29.7,18.2,23.5,29.2,18.2,23.5,15.5,62.7,0.0,0.0,0.0,27.4,9.4,8.7,1014.7,33.2,5.2,201.3,17.4,0.0,11.143888888888888,0,9,0,2,27
30.0,18.2,23.9,29.3,18.2,23.9,15.4,60.6,0.0,0.0,0.0,25.2,9.4,13.3,1014.5,26.7,5.3,212.3,18.4,0.03,11.137777777777778,0,9,0,2,27
30.6,17.4,23.8,29.7,17.4,23.7,15.3,61.7,0.0,0.0,0.0,27.0,9.4,28.9,1014.7,27.5,5.5,214.6,18.5,0.07,11.131944444444445,0,9,0,2,27
28.8,19.2,23.9,28.6,19.2,23.9,16.8,66.0,0.0,0.0,0.0,31.7,11.2,65.6,1015.8,39.7,5.7,203.0,17.6,0.1,11.126388888888888,0,8,0,2,27
27.4,18.2,23.0,28.1,18.2,23.1,17.9,74.1,0.0,0.0,0.0,26.3,7.6,85.4,1016.2,44.0,5.5,196.6,16.9,0.13,11.12111111111111,0,8,0,2,27
27.9,20.0,23.7,28.7,20.0,23.9,18.4,73.7,0.0,0.0,0.0,28.8,11.2,89.4,1017.7,66.0,5.3,144.3,12.6,0.17,11.116388888888888,0,7,0,2,27
25.2,20.0,22.7,25.2,20.0,22.7,19.6,82.9,0.0,0.0,0.0,27.7,14.8,87.2,1018.5,86.9,4.0,132.1,11.5,0.2,11.111944444444445,0,6,0,2,27
27.2,21.0,23.5,27.6,21.0,23.6,18.3,74.2,0.0,0.0,0.0,30.2,16.6,77.8,1018.1,54.5,5.2,170.5,14.4,0.25,11.107777777777779,0,7,0,2,27
27.7,18.0,22.9,27.9,18.0,22.9,16.0,66.4,0.0,0.0,0.0,30.6,14.6,72.0,1018.4,42.9,5.8,206.7,17.9,0.27,11.10388888888889,0,9,0,2,27
26.7,19.0,22.2,27.6,19.0,22.3,17.1,73.4,0.0,0.0,0.0,24.1,14.8,73.7,1017.6,55.7,4.6,171.1,14.7,0.3,11.100833333333334,0,7,0,2,27
25.8,19.0,21.7,25.8,19.0,21.7,17.6,78.6,0.0,0.0,0.0,24.8,11.2,93.9,1016.8,65.0,4.0,150.4,12.9,0.33,11.0975,0,7,0,2,27
26.0,15.3,20.9,26.0,15.3,20.9,14.2,67.4,0.0,0.0,0.0,25.6,11.2,72.7,1017.2,43.0,4.9,187.1,16.1,0.37,11.095,0,8,0,2,27
27.1,13.5,20.3,26.8,13.5,20.3,11.4,59.0,0.0,0.0,0.0,27.4,11.8,71.9,1018.0,32.9,5.6,217.7,18.9,0.4,11.092777777777778,0,9,0,2,27
26.5,13.4,20.0,26.5,13.4,20.0,10.6,57.2,0.0,0.0,0.0,23.8,9.4,38.2,1018.6,24.2,5.1,220.7,19.0,0.44,11.090833333333334,0,9,0,2,27
26.3,12.3,20.0,26.3,12.3,20.0,10.3,56.6,0.0,0.0,0.0,29.5,14.8,48.3,1017.9,13.5,5.6,222.0,19.2,0.47,11.089444444444444,0,9,0,0,3
25.7,13.0,19.5,25.7,13.0,19.5,12.6,66.6,0.0,0.0,0.0,29.5,9.4,78.0,1018.8,8.2,4.7,217.0,18.7,0.5,11.088333333333333,0,9,0,0,3
25.2,13.3,19.3,25.2,13.3,19.3,11.5,62.5,0.0,0.0,0.0,22.7,11.2,75.5,1018.7,6.0,5.0,217.7,18.9,0.54,11.0875,0,9,0,0,3
27.3,11.6,19.2,26.5,11.6,19.1,8.9,55.5,0.0,0.0,0.0,22.0,9.4,22.9,1018.1,7.1,5.1,220.5,19.1,0.57,11.087222222222222,0,9,0,0,3
29.5,11.6,19.4,27.9,11.6,19.3,7.7,51.0,0.0,0.0,0.0,20.2,9.4,70.8,1016.5,6.0,5.2,220.4,19.1,0.61,11.0875,0,9,0,0,3
29.1,12.0,20.7,27.9,12.0,20.4,9.7,52.8,0.0,0.0,0.0,18.4,11.2,118.2,1015.8,1.1,5.2,218.3,18.9,0.64,11.0875,0,9,0,0,3
30.2,13.4,21.9,29.2,13.4,21.8,12.7,58.8,0.0,0.0,0.0,24.5,7.6,143.1,1015.4,1.2,5.1,215.9,18.7,0.67,11.088611111111112,0,9,0,0,3
29.0,15.2,21.9,28.9,15.2,21.9,15.1,67.6,0.0,0.0,0.0,25.2,9.5,232.3,1015.8,0.2,5.0,214.9,18.6,0.71,11.089722222222223,0,9,0,0,3
28.9,17.0,22.3,29.4,17.0,22.5,17.8,77.7,0.0,0.0,0.0,25.6,7.9,125.3,1017.1,8.0,4.4,207.0,17.8,0.74,11.091111111111111,0,9,0,0,3
27.5,17.1,21.9,27.9,17.1,22.0,17.8,79.2,0.0,0.0,0.0,31.7,10.1,121.1,1018.2,11.7,3.9,179.5,15.4,0.75,11.093055555555555,0,8,0,0,3
27.4,17.0,22.1,27.7,17.0,22.2,16.3,71.7,0.0,0.0,0.0,32.0,13.0,139.6,1017.1,6.4,5.0,211.9,18.2,0.81,11.095555555555556,0,9,0,0,3
27.1,17.0,21.7,27.5,17.0,21.7,16.5,74.2,0.0,0.0,0.0,30.6,13.0,139.2,1016.7,19.2,5.0,198.5,17.1,0.85,11.098333333333333,0,9,0,0,3
25.9,17.0,20.9,25.9,17.0,20.9,16.4,77.2,0.0,0.0,0.0,32.0,16.6,105.5,1018.9,36.1,4.8,153.6,13.3,0.88,11.10138888888889,0,7,0,2,27
26.0,17.1,21.5,26.0,17.1,21.5,17.2,77.8,0.0,0.0,0.0,42.5,18.4,101.8,1020.2,43.6,4.1,199.3,17.3,0.91,11.104722222222222,0,9,0,2,27
25.6,17.0,21.0,25.6,17.0,21.0,17.2,79.8,0.0,0.0,0.0,26.6,14.8,83.9,1020.3,36.3,4.4,184.5,15.9,0.95,11.108888888888888,0,9,0,2,27
26.0,17.9,21.1,26.0,17.9,21.1,16.8,78.1,0.0,0.0,0.0,24.5,11.2,100.9,1018.8,46.2,4.5,177.4,15.2,0.98,11.112777777777778,0,8,0,2,27
26.0,15.3,20.9,26.0,15.3,20.9,15.5,72.8,0.0,0.0,0.0,24.1,10.3,95.7,1017.8,31.1,5.1,219.1,18.9,0.0,11.117777777777778,0,9,0,2,27
26.9,14.3,20.9,27.2,14.3,20.9,15.0,71.0,0.0,0.0,0.0,26.3,13.9,83.6,1017.9,6.6,5.1,221.5,19.2,0.05,11.1225,0,9,0,0,3
27.4,16.0,21.1,27.5,16.0,21.1,14.9,69.6,0.0,0.0,0.0,22.7,16.6,129.2,1017.5,14.5,5.3,213.8,18.6,0.08,11.127777777777778,0,9,0,0,3
26.3,16.5,21.1,26.3,16.5,21.1,15.4,71.5,0.0,0.0,0.0,33.5,14.8,120.3,1016.5,17.8,5.0,221.9,19.3,0.11,11.133611111111112,0,9,0,0,3
26.0,17.0,21.3,26.0,17.0,21.3,16.2,74.6,0.0,0.0,0.0,31.7,19.4,126.9,1016.6,37.1,4.9,210.0,18.2,0.15,11.139444444444445,0,9,0,2,27
26.9,18.1,22.1,28.0,18.1,22.1,18.7,82.0,0.0,0.0,0.0,37.8,21.4,122.3,1016.8,52.1,5.0,159.7,13.7,0.18,11.145833333333334,0,8,0,2,27
27.9,18.0,22.3,29.2,18.0,22.4,18.5,79.9,0.0,0.0,0.0,31.7,14.8,134.6,1015.0,53.2,5.0,156.2,13.6,0.25,11.1525,0,7,0,2,27
27.7,19.0,23.0,28.7,19.0,23.3,18.8,78.5,0.4,100.0,4.17,29.2,14.8,148.7,1014.8,59.2,4.5,138.9,12.2,0.25,11.159444444444444,1,6,1,4,22
28.0,19.1,23.4,28.8,19.1,23.6,18.3,74.6,0.0,0.0,0.0,36.0,16.6,149.4,1014.5,60.9,5.2,173.9,14.9,0.28,11.166944444444445,1,9,1,2,27
28.9,19.1,22.2,29.6,19.1,22.3,18.9,83.1,1.2,100.0,12.5,23.8,11.2,114.4,1014.4,65.7,4.8,175.3,15.1,0.31,11.174444444444445,1,9,1,4,21
25.0,19.0,21.3,25.0,19.0,21.3,19.3,89.0,2.0,100.0,4.17,33.8,14.8,88.6,1014.1,68.2,4.1,143.6,12.3,0.34,11.182222222222222,1,8,1,4,23
28.9,19.1,23.1,29.0,19.1,23.1,17.6,74.1,0.5,100.0,8.33,30.2,15.7,146.1,1013.9,53.7,5.0,197.3,17.0,0.38,11.190833333333334,1,9,1,4,21
27.5,19.0,22.5,27.8,19.0,22.6,18.3,79.2,1.0,100.0,4.17,24.5,15.7,98.3,1015.4,59.8,4.7,196.6,17.0,0.41,11.199444444444444,1,9,1,4,22
22.9,17.3,20.1,22.9,17.3,20.1,18.5,90.6,0.5,100.0,12.5,27.4,18.4,77.9,1017.9,77.7,3.8,195.0,16.8,0.44,11.208333333333334,1,9,1,4,21
25.7,19.0,21.5,25.7,19.0,21.5,18.1,81.7,0.0,0.0,0.0,26.3,13.9,90.4,1019.0,59.8,4.5,185.8,16.1,0.48,11.2175,1,9,1,2,27
27.3,18.0,21.8,26.8,18.0,21.8,15.3,69.9,0.0,0.0,0.0,16.6,9.4,61.0,1017.8,41.1,5.0,222.9,19.1,0.5,11.226666666666667,0,9,1,2,27
28.4,14.5,21.3,27.7,14.5,21.3,12.9,61.6,0.0,0.0,0.0,22.3,9.4,37.9,1015.8,29.0,5.3,227.1,19.4,0.54,11.236666666666666,0,9,1,2,27
29.8,14.1,22.0,28.5,14.1,21.7,12.9,61.3,0.0,0.0,0.0,14.4,9.4,130.8,1013.3,18.6,5.3,227.9,19.5,0.58,11.246666666666666,0,9,1,0,3
30.4,17.3,23.3,29.1,17.3,23.1,13.5,57.4,0.0,0.0,0.0,36.7,13.0,299.0,1012.8,12.3,5.6,228.9,19.8,0.62,11.256944444444445,0,10,1,0,3
31.4,15.3,23.7,30.0,15.3,23.4,13.9,58.0,0.0,0.0,0.0,23.4,13.0,215.1,1011.2,17.1,5.7,228.5,19.8,0.65,11.2675,0,10,1,0,3
28.4,18.0,23.1,28.1,18.0,23.1,13.9,57.2,0.0,0.0,0.0,29.2,15.7,269.1,1011.3,30.8,6.0,226.6,19.5,0.69,11.278055555555556,0,10,1,2,27
26.8,16.1,21.4,26.9,16.1,21.4,13.0,60.1,0.0,0.0,0.0,20.2,12.1,327.5,1012.2,25.9,4.9,233.7,20.1,0.72,11.289166666666667,0,10,1,2,27
26.6,15.1,21.2,26.6,15.1,21.2,12.7,59.8,0.0,0.0,0.0,19.8,10.3,53.1,1013.1,31.1,4.5,234.4,20.1,0.75,11.300555555555556,0,10,1,2,27
27.6,16.0,21.7,27.3,16.0,21.7,13.1,59.5,0.0,0.0,0.0,27.0,11.2,65.7,1013.9,43.0,4.6,216.3,18.6,0.79,11.311944444444444,0,10,1,2,27
25.9,16.1,21.0,25.9,16.1,21.0,12.2,58.5,0.0,0.0,0.0,29.9,15.7,64.0,1015.4,45.3,4.7,234.5,20.1,0.83,11.323888888888888,0,10,1,2,27
26.4,13.3,20.5,26.4,13.3,20.5,8.0,46.9,0.0,0.0,0.0,31.0,18.4,60.5,1016.8,18.4,5.8,244.2,20.9,0.86,11.335555555555555,0,10,1,0,3
27.6,11.0,20.0,26.5,11.0,19.8,5.8,42.8,0.0,0.0,0.0,17.6,12.1,55.1,1017.5,0.3,6.6,249.0,21.5,0.9,11.347777777777777,0,10,1,0,3
29.4,12.8,21.4,28.0,12.8,21.1,7.2,43.2,0.0,0.0,0.0,13.3,10.3,17.3,1015.7,4.3,5.8,246.9,21.4,0.93,11.360277777777778,0,10,1,0,3
31.8,14.9,22.4,29.8,14.9,21.9,9.0,46.6,0.0,0.0,0.0,12.6,10.3,117.5,1014.1,2.6,5.6,247.8,21.4,0.97,11.372777777777777,0,10,1,0,3
30.9,13.5,23.2,29.2,13.5,22.8,11.6,52.9,0.0,0.0,0.0,11.9,11.2,91.6,1013.5,4.5,5.6,246.1,21.5,0.0,11.385833333333334,0,10,1,0,3
31.8,14.4,23.8,30.6,14.4,23.6,14.4,58.9,0.0,0.0,0.0,26.6,12.1,129.6,1013.8,9.3,5.7,243.9,20.9,0.03,11.39861111111111,0,10,1,0,3
30.9,18.1,24.4,30.6,18.1,24.5,16.5,64.3,0.0,0.0,0.0,29.2,11.2,166.4,1012.2,20.7,5.7,240.0,20.8,0.07,11.411666666666667,0,10,1,2,27
26.6,18.3,22.4,26.6,18.3,22.4,9.9,46.8,0.0,0.0,0.0,42.8,14.8,295.2,1012.3,8.7,6.2,248.5,21.6,0.1,11.425,0,10,1,0,3
29.6,11.5,21.6,28.0,11.5,21.4,7.7,43.5,0.0,0.0,0.0,17.3,9.4,79.0,1013.9,10.0,5.8,250.7,21.7,0.13,11.438611111111111,0,10,1,0,3
27.8,13.6,22.1,27.3,13.6,22.0,11.5,52.3,0.0,0.0,0.0,19.8,13.0,96.9,1016.3,0.0,5.9,250.1,21.5,0.16,11.452222222222222,0,10,1,0,3
30.1,17.1,23.4,30.0,17.1,23.5,15.9,64.8,0.0,0.0,0.0,25.2,13.0,114.9,1016.1,16.3,5.4,241.8,20.9,0.19,11.466111111111111,0,10,1,0,3
30.4,18.0,23.8,30.4,18.0,24.0,17.0,67.7,0.0,0.0,0.0,29.9,13.9,111.7,1014.8,39.0,5.3,242.2,20.9,0.25,11.48,0,10,1,2,27
28.6,18.1,23.2,29.3,18.1,23.3,18.0,73.8,0.0,0.0,0.0,33.5,21.4,126.4,1014.8,33.9,5.2,239.0,20.6,0.26,11.49388888888889,0,10,1,2,27
28.5,18.9,23.3,28.3,18.9,23.3,15.9,65.4,0.0,0.0,0.0,28.4,22.3,117.8,1015.0,29.1,5.8,237.9,20.4,0.29,11.508333333333333,0,10,1,2,27
27.1,18.2,23.0,27.7,18.2,23.0,16.2,67.2,0.0,0.0,0.0,24.1,13.0,69.9,1015.6,51.8,5.2,241.7,20.9,0.32,11.522777777777778,0,10,1,2,27
28.3,16.1,22.5,27.4,16.1,22.4,11.2,50.8,0.0,0.0,0.0,27.0,13.0,71.2,1015.3,12.8,5.8,254.3,21.8,0.36,11.5375,0,10,1,0,3
28.7,13.5,22.4,27.7,13.5,22.2,10.3,48.3,0.0,0.0,0.0,20.2,10.3,94.0,1013.8,0.7,5.9,260.2,22.4,0.39,11.551944444444445,0,10,1,0,3
29.6,15.2,22.7,28.6,15.2,22.5,14.1,61.1,0.0,0.0,0.0,25.2,11.2,110.9,1013.4,22.8,5.6,256.9,22.2,0.42,11.566666666666666,0,10,1,2,27
29.5,18.0,23.2,28.9,18.0,23.3,16.4,68.1,0.0,0.0,0.0,30.6,17.5,115.2,1013.0,44.4,5.2,247.5,21.3,0.45,11.581666666666667,0,10,1,2,27
29.5,18.0,23.6,29.0,18.0,23.6,16.7,67.5,0.0,0.0,0.0,28.1,14.8,131.0,1010.9,52.2,5.5,245.1,21.2,0.5,11.596666666666666,0,10,1,2,27
30.9,18.1,24.2,29.2,18.1,23.9,14.2,57.2,0.0,0.0,0.0,33.1,19.4,124.2,1010.5,39.1,5.7,223.6,19.2,0.52,11.611666666666666,0,10,1,2,27
28.9,19.0,23.4,29.0,19.0,23.5,16.5,66.4,0.0,0.0,0.0,35.3,25.0,113.4,1012.5,46.2,5.6,237.1,20.3,0.56,11.626944444444444,0,10,1,2,6
31.3,18.0,24.7,30.1,18.0,24.4,14.4,55.5,0.0,0.0,0.0,31.3,13.0,136.7,1014.3,24.0,5.7,260.7,22.7,0.59,11.642222222222221,0,10,1,2,27
32.3,18.3,25.3,31.1,18.3,25.0,13.6,50.3,0.0,0.0,0.0,23.4,11.2,254.5,1012.4,32.4,6.0,258.2,22.5,0.63,11.657777777777778,0,10,1,2,27
31.7,19.2,25.7,30.2,19.2,25.2,11.3,43.0,0.0,0.0,0.0,16.6,16.6,0.6,1011.9,15.6,5.9,264.3,22.8,0.66,11.673055555555555,0,2,1,0,3
31.9,15.5,25.1,30.4,15.5,24.7,12.1,46.6,0.0,0.0,0.0,21.2,9.4,91.1,1013.9,4.5,5.9,265.7,22.9,0.7,11.688611111111111,0,2,1,0,3
30.0,17.2,24.7,29.5,17.2,24.8,16.7,62.8,0.0,0.0,0.0,27.7,13.9,115.6,1016.5,10.9,5.9,263.0,22.7,0.73,11.704444444444444,0,2,1,0,3
